FIRE_NAME,FIRE_SIZE,STATE,FIRE_YEAR,STAT_CAUSE_DESCR
,400.0,TX,2008,Debris Burning
,60.0,TX,2007,Debris Burning
,2400.0,TX,2008,Miscellaneous
,150.0,TX,2008,Debris Burning
,150.0,TX,2008,Debris Burning
,75.0,TX,2008,Miscellaneous
,80.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,65.0,TX,2008,Equipment Use
,675.0,TX,2008,Equipment Use
,80.0,TX,2008,Miscellaneous
,80.0,TX,2008,Miscellaneous
,80.0,TX,2008,Miscellaneous
,2500.0,TX,2008,Arson
,120.0,TX,2008,Debris Burning
,80.0,TX,2008,Campfire
,80.0,TX,2008,Campfire
,250.0,TX,2008,Debris Burning
,200.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,100.0,TX,2007,Equipment Use
,75.0,TX,2007,Railroad
,225.0,TX,2007,Railroad
,75.0,TX,2008,Miscellaneous
,500.0,TX,2008,Miscellaneous
,72.0,TX,2008,Equipment Use
,75.0,TX,2008,Debris Burning
,200.0,TX,2008,Miscellaneous
,160.0,TX,2007,Miscellaneous
,480.0,TX,2008,Lightning
,50.0,TX,2007,Miscellaneous
,80.0,TX,2007,Lightning
,480.0,TX,2007,Miscellaneous
,120.0,TX,2007,Lightning
,550.0,TX,2007,Lightning
,320.0,TX,2007,Miscellaneous
,350.0,TX,2008,Miscellaneous
,100.0,TX,2007,Lightning
,60.0,TX,2007,Debris Burning
,200.0,TX,2008,Miscellaneous
,350.0,TX,2008,Debris Burning
,350.0,TX,2008,Equipment Use
,100.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,120.0,TX,2008,Miscellaneous
,80.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Smoking
,200.0,TX,2008,Debris Burning
,125.0,TX,2008,Debris Burning
,500.0,TX,2008,Miscellaneous
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,250.0,TX,2008,Equipment Use
,75.0,TX,2008,Miscellaneous
,144.0,TX,2008,Miscellaneous
,80.0,TX,2008,Miscellaneous
,500.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,300.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,120.0,TX,2008,Smoking
,500.0,TX,2008,Miscellaneous
,700.0,TX,2008,Debris Burning
,65.0,TX,2008,Debris Burning
,80.0,TX,2008,Miscellaneous
,3000.0,TX,2008,Debris Burning
,100.0,TX,2008,Equipment Use
,1600.0,TX,2008,Railroad
,100.0,TX,2008,Miscellaneous
,96.0,TX,2008,Debris Burning
,300.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,972.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,125.0,TX,2008,Equipment Use
,100.0,TX,2008,Equipment Use
,85.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,130.0,TX,2008,Equipment Use
,75.0,TX,2008,Equipment Use
,325.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,300.0,TX,2008,Debris Burning
,640.0,TX,2008,Equipment Use
,500.0,TX,2008,Debris Burning
,100.0,TX,2008,Miscellaneous
,1800.0,TX,2008,Equipment Use
,500.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Miscellaneous
,145.0,TX,2008,Debris Burning
,168.0,TX,2008,Miscellaneous
,65.0,TX,2008,Miscellaneous
,18000.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,11180.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,3200.0,TX,2008,Equipment Use
,130.0,TX,2008,Equipment Use
,1000.0,TX,2008,Miscellaneous
,200.0,TX,2008,Equipment Use
,100.0,TX,2008,Arson
,350.0,TX,2008,Debris Burning
,100.0,TX,2008,Equipment Use
CRIPPLE COW FIRE,310.0,TX,2008,Miscellaneous
,320.0,TX,2008,Miscellaneous
,80.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,620.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,140.0,TX,2008,Miscellaneous
,80.0,TX,2008,Miscellaneous
,80.0,TX,2008,Equipment Use
,300.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,112.0,TX,2008,Miscellaneous
,80.0,TX,2008,Miscellaneous
,500.0,TX,2008,Miscellaneous
,500.0,TX,2008,Debris Burning
,400.0,TX,2008,Miscellaneous
,80.0,TX,2007,Debris Burning
,75.0,TX,2008,Miscellaneous
,70.0,TX,2008,Miscellaneous
,120.0,TX,2008,Debris Burning
,150.0,TX,2008,Miscellaneous
,150.0,TX,2008,Campfire
,150.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,165.0,TX,2008,Smoking
,300.0,TX,2008,Equipment Use
,300.0,TX,2008,Debris Burning
,240.0,TX,2007,Debris Burning
,100.0,TX,2008,Debris Burning
PATTERSON,100.0,TX,2008,Miscellaneous
,250.0,TX,2008,Miscellaneous
,250.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,200.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Miscellaneous
,2000.0,TX,2008,Miscellaneous
,82.0,TX,2007,Debris Burning
,150.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,298.0,TX,2008,Miscellaneous
,1200.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,150.0,TX,2008,Equipment Use
,300.0,TX,2008,Equipment Use
,200.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,300.0,TX,2008,Miscellaneous
,100.0,TX,2008,Debris Burning
,300.0,TX,2008,Equipment Use
,100.0,TX,2007,Miscellaneous
,300.0,TX,2008,Miscellaneous
,100.0,TX,2008,Debris Burning
,320.0,TX,2008,Miscellaneous
,138.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,300.0,TX,2008,Miscellaneous
,650.0,TX,2008,Arson
,100.0,TX,2008,Arson
,75.0,TX,2008,Debris Burning
,96.0,TX,2008,Debris Burning
,200.0,TX,2008,Debris Burning
,250.0,TX,2008,Equipment Use
,150.0,TX,2008,Debris Burning
,500.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,300.0,TX,2008,Debris Burning
,75.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,151.0,TX,2008,Debris Burning
,100.0,TX,2008,Miscellaneous
,70.0,TX,2008,Miscellaneous
,1376.5,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,200.0,TX,2008,Debris Burning
,80.0,TX,2008,Equipment Use
,540.0,TX,2008,Debris Burning
,100.0,TX,2008,Miscellaneous
,80.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,640.0,TX,2008,Equipment Use
,65.0,TX,2008,Equipment Use
,500.0,TX,2008,Miscellaneous
GREENWOOD,5500.0,TX,2008,Smoking
,100.0,TX,2008,Miscellaneous
,200.0,TX,2008,Arson
,100.0,TX,2008,Debris Burning
,150.0,TX,2008,Debris Burning
,300.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,275.0,TX,2008,Miscellaneous
,100.0,TX,2007,Equipment Use
,150.0,TX,2007,Miscellaneous
,80.0,TX,2007,Miscellaneous
,50.0,TX,2007,Debris Burning
,100.0,TX,2008,Arson
,150.0,TX,2008,Miscellaneous
,100.0,TX,2008,Children
,110.0,TX,2008,Arson
,112.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,150.0,TX,2008,Equipment Use
,80.0,TX,2008,Debris Burning
,75.0,TX,2008,Debris Burning
,640.0,TX,2008,Equipment Use
,200.0,TX,2008,Miscellaneous
,50.0,TX,2007,Debris Burning
,100.0,TX,2008,Debris Burning
,250.0,TX,2008,Miscellaneous
,75.0,TX,2007,Debris Burning
,100.0,TX,2007,Debris Burning
,120.0,TX,2007,Debris Burning
,50.0,TX,2007,Miscellaneous
,80.0,TX,2008,Equipment Use
,65.0,TX,2008,Miscellaneous
,67.0,TX,2008,Equipment Use
MORGAN FIRE,200.0,TX,2008,Debris Burning
,200.0,TX,2008,Debris Burning
,200.0,TX,2008,Debris Burning
,75.0,TX,2008,Debris Burning
,120.0,TX,2008,Miscellaneous
,100.0,TX,2008,Arson
,100.0,TX,2008,Miscellaneous
,402.0,TX,2008,Arson
,100.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,75.0,TX,2008,Debris Burning
,400.0,TX,2008,Miscellaneous
WEST TARZAN,100.0,TX,2008,Smoking
,75.0,TX,2008,Miscellaneous
,125.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,150.0,TX,2007,Debris Burning
,70.0,TX,2008,Debris Burning
,100.0,TX,2008,Equipment Use
,500.0,TX,2008,Equipment Use
,1100.0,TX,2008,Miscellaneous
,900.0,TX,2008,Equipment Use
,450.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,1800.0,TX,2008,Debris Burning
,400.0,TX,2008,Debris Burning
,75.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,120.0,TX,2008,Miscellaneous
,120.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,600.0,TX,2008,Smoking
,161.0,TX,2008,Equipment Use
,250.0,TX,2008,Miscellaneous
,160.0,TX,2008,Equipment Use
,75.0,TX,2008,Miscellaneous
,275.0,TX,2008,Miscellaneous
,500.0,TX,2008,Debris Burning
,600.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,100.0,TX,2008,Debris Burning
,80.0,TX,2007,Miscellaneous
,80.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,400.0,TX,2008,Miscellaneous
,400.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,250.0,TX,2008,Equipment Use
,120.0,TX,2008,Miscellaneous
,80.0,TX,2008,Equipment Use
,2000.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,130.0,TX,2007,Equipment Use
,60.0,TX,2007,Smoking
,250.0,TX,2007,Debris Burning
,65.0,TX,2008,Equipment Use
,1968.0,TX,2008,Miscellaneous
,640.0,TX,2008,Miscellaneous
,300.0,TX,2008,Equipment Use
,75.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,70.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,200.0,TX,2008,Debris Burning
,100.0,TX,2008,Miscellaneous
,160.0,TX,2008,Debris Burning
,300.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,500.0,TX,2008,Equipment Use
,100.0,TX,2008,Debris Burning
,400.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,350.0,TX,2008,Debris Burning
,300.0,TX,2008,Debris Burning
,120.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,71.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,4000.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,250.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,120.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,4000.0,TX,2008,Miscellaneous
,400.0,TX,2008,Miscellaneous
,640.0,TX,2008,Miscellaneous
,300.0,TX,2008,Debris Burning
,250.0,TX,2008,Miscellaneous
,80.0,TX,2008,Equipment Use
,300.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,300.0,TX,2008,Miscellaneous
,600.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,400.0,TX,2008,Miscellaneous
,80.0,TX,2008,Miscellaneous
,500.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,150.0,TX,2008,Equipment Use
,200.0,TX,2008,Miscellaneous
,11012.0,TX,2008,Miscellaneous
,300.0,TX,2008,Miscellaneous
,500.0,TX,2008,Miscellaneous
,400.0,TX,2008,Miscellaneous
,360.0,TX,2008,Miscellaneous
,450.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,100.0,TX,2008,Debris Burning
,200.0,TX,2008,Debris Burning
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Debris Burning
,350.0,TX,2008,Miscellaneous
,180.0,TX,2008,Smoking
,250.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
REALITOS,1000.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,6000.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Equipment Use
,80.0,TX,2008,Miscellaneous
,400.0,TX,2008,Miscellaneous
,500.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,350.0,TX,2008,Equipment Use
,200.0,TX,2008,Miscellaneous
,120.0,TX,2008,Miscellaneous
,65.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,320.0,TX,2008,Miscellaneous
,1800.0,TX,2008,Miscellaneous
,400.0,TX,2008,Miscellaneous
,400.0,TX,2008,Lightning
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,100.0,TX,2008,Debris Burning
,200.0,TX,2008,Lightning
,300.0,TX,2008,Debris Burning
,300.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Debris Burning
,75.0,TX,2008,Miscellaneous
,75.0,TX,2008,Equipment Use
,60.2,TX,2008,Miscellaneous
,150.0,TX,2008,Arson
,100.0,TX,2008,Miscellaneous
,80.0,TX,2008,Miscellaneous
,900.0,TX,2008,Miscellaneous
,450.0,TX,2008,Miscellaneous
,100.0,TX,2008,Lightning
,100.0,TX,2008,Lightning
,150.0,TX,2008,Equipment Use
,100.0,TX,2008,Debris Burning
,150.0,TX,2008,Miscellaneous
,480.0,TX,2008,Lightning
,2000.0,TX,2008,Lightning
,76.0,TX,2008,Lightning
,500.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,100.0,TX,2008,Equipment Use
,250.0,TX,2008,Miscellaneous
,500.0,TX,2008,Miscellaneous
,75.0,TX,2008,Equipment Use
,250.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,250.0,TX,2008,Miscellaneous
,200.0,TX,2008,Equipment Use
,120.0,TX,2008,Equipment Use
,200.0,TX,2008,Lightning
,250.0,TX,2008,Lightning
,200.0,TX,2008,Lightning
,350.0,TX,2008,Lightning
,100.0,TX,2008,Lightning
,3000.0,TX,2008,Equipment Use
,150.0,TX,2008,Lightning
,800.0,TX,2008,Debris Burning
,95.0,TX,2008,Miscellaneous
,350.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,80.0,TX,2008,Lightning
,80.0,TX,2008,Lightning
,65.0,TX,2008,Equipment Use
,100.0,TX,2008,Lightning
,200.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,90.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,200.0,TX,2008,Lightning
,120.0,TX,2008,Miscellaneous
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Miscellaneous
,250.0,TX,2008,Debris Burning
REIN STREET,225.0,TX,2008,Miscellaneous
,150.0,TX,2008,Debris Burning
,320.0,TX,2008,Miscellaneous
,200.0,TX,2008,Equipment Use
,200.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,300.0,TX,2008,Miscellaneous
,250.0,TX,2008,Miscellaneous
,175.0,TX,2008,Miscellaneous
,70.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,250.0,TX,2008,Debris Burning
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,200.0,TX,2008,Equipment Use
,100.0,TX,2008,Equipment Use
,224.0,TX,2008,Lightning
,2000.0,TX,2008,Lightning
,100.0,TX,2008,Lightning
,72.75,TX,2008,Lightning
,65.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,125.0,TX,2008,Miscellaneous
,64.3,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,500.0,TX,2008,Equipment Use
,100.0,TX,2008,Equipment Use
,150.0,TX,2008,Miscellaneous
,200.0,TX,2008,Lightning
,800.0,TX,2008,Equipment Use
,300.0,TX,2008,Miscellaneous
,150.0,TX,2008,Lightning
,100.0,TX,2008,Lightning
,100.0,TX,2008,Equipment Use
,125.0,TX,2008,Debris Burning
,100.0,TX,2008,Lightning
,160.0,TX,2008,Debris Burning
,80.0,TX,2008,Equipment Use
,120.0,TX,2008,Smoking
,120.0,TX,2008,Lightning
,966.0,TX,2008,Railroad
,105.0,TX,2008,Equipment Use
,437.0,TX,2008,Equipment Use
,505.0,TX,2008,Lightning
WILSON,120.0,TX,2008,Equipment Use
,100.0,TX,2008,Lightning
,500.0,TX,2008,Lightning
,120.0,TX,2008,Equipment Use
,200.0,TX,2008,Equipment Use
,300.0,TX,2008,Miscellaneous
,100.0,TX,2008,Arson
,175.0,TX,2008,Lightning
,100.0,TX,2008,Miscellaneous
,85.0,TX,2008,Lightning
,3500.0,TX,2008,Equipment Use
,300.0,TX,2008,Equipment Use
,95.0,TX,2008,Debris Burning
,1500.0,TX,2008,Miscellaneous
,800.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,90.0,TX,2008,Lightning
,80.0,TX,2008,Debris Burning
,805.0,TX,2008,Lightning
,150.0,TX,2008,Debris Burning
,150.0,TX,2008,Equipment Use
,200.0,TX,2008,Equipment Use
,500.0,TX,2008,Equipment Use
,85.0,TX,2008,Equipment Use
,125.0,TX,2008,Lightning
,100.0,TX,2008,Equipment Use
,70.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,1000.0,TX,2008,Miscellaneous
,250.0,TX,2008,Equipment Use
,80.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,300.0,TX,2008,Equipment Use
,350.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,300.0,TX,2008,Debris Burning
,300.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,200.0,TX,2008,Equipment Use
,150.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,400.0,TX,2008,Miscellaneous
,100.0,TX,2008,Lightning
,70.0,TX,2008,Miscellaneous
,300.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,200.0,TX,2008,Lightning
,140.0,TX,2008,Lightning
,150.0,TX,2008,Lightning
,1456.0,TX,2008,Equipment Use
,100.0,TX,2008,Lightning
,150.0,TX,2008,Lightning
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Lightning
,200.0,TX,2008,Lightning
,150.0,TX,2008,Lightning
,100.0,TX,2008,Equipment Use
,80.0,TX,2008,Railroad
,100.0,TX,2008,Debris Burning
,120.0,TX,2008,Debris Burning
,120.0,TX,2008,Debris Burning
,200.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Debris Burning
,150.0,TX,2008,Miscellaneous
,325.0,TX,2008,Miscellaneous
,300.0,TX,2008,Equipment Use
,200.0,TX,2008,Equipment Use
,150.0,TX,2008,Miscellaneous
,178.0,TX,2008,Equipment Use
,69.0,TX,2008,Lightning
,203.0,TX,2008,Equipment Use
,75.0,TX,2008,Miscellaneous
,400.0,TX,2008,Lightning
,75.0,TX,2008,Miscellaneous
,65.0,TX,2008,Lightning
,100.0,TX,2008,Miscellaneous
,210.0,TX,2008,Miscellaneous
,100.0,TX,2008,Lightning
,120.0,TX,2008,Campfire
,200.0,TX,2008,Miscellaneous
,138.8,TX,2008,Equipment Use
,68.0,TX,2008,Debris Burning
,550.0,TX,2008,Lightning
,100.0,TX,2008,Equipment Use
,100.0,TX,2008,Debris Burning
,1000.0,TX,2008,Equipment Use
,65.0,TX,2008,Equipment Use
,300.0,TX,2008,Equipment Use
,200.0,TX,2008,Miscellaneous
,200.0,TX,2008,Lightning
,75.0,TX,2008,Arson
,65.0,TX,2008,Debris Burning
,150.0,TX,2008,Debris Burning
,150.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,300.0,TX,2008,Miscellaneous
,450.0,TX,2007,Equipment Use
,125.0,TX,2007,Debris Burning
,195.0,TX,2007,Campfire
,150.0,TX,2007,Equipment Use
,1500.0,TX,2008,Lightning
,100.0,TX,2008,Miscellaneous
,150.0,TX,2008,Children
,100.0,TX,2008,Lightning
,200.0,TX,2008,Lightning
,150.0,TX,2008,Lightning
,5000.0,OK,2008,Debris Burning
,150.0,TX,2008,Lightning
,100.0,TX,2008,Equipment Use
,100.0,TX,2008,Lightning
,100.0,TX,2008,Lightning
,168.0,TX,2008,Lightning
,700.0,TX,2008,Lightning
,75.0,TX,2008,Miscellaneous
,200.0,TX,2008,Equipment Use
,100.0,TX,2008,Equipment Use
,800.0,TX,2008,Miscellaneous
,400.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,75.0,TX,2008,Lightning
MARYNEAL,2000.0,TX,2008,Miscellaneous
,1000.0,TX,2008,Miscellaneous
,550.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,250.0,TX,2008,Smoking
,100.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,150.0,TX,2008,Lightning
,500.0,TX,2008,Miscellaneous
,350.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,160.0,TX,2008,Miscellaneous
,120.0,TX,2008,Miscellaneous
,65.0,TX,2008,Debris Burning
,320.0,TX,2008,Equipment Use
,164.0,TX,2008,Equipment Use
,200.0,TX,2008,Debris Burning
,450.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,320.0,TX,2008,Debris Burning
,320.0,TX,2008,Debris Burning
,100.0,TX,2008,Lightning
,200.0,TX,2008,Miscellaneous
,600.0,TX,2008,Miscellaneous
,350.0,TX,2008,Miscellaneous
,100.0,TX,2008,Railroad
,120.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,100.0,TX,2007,Miscellaneous
,50.0,TX,2007,Miscellaneous
,50.0,TX,2007,Miscellaneous
,400.0,TX,2007,Miscellaneous
,100.0,TX,2007,Debris Burning
,60.0,TX,2007,Debris Burning
,105.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Smoking
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Arson
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,800.0,TX,2008,Miscellaneous
,200.0,TX,2008,Lightning
,300.0,TX,2008,Equipment Use
,120.0,TX,2008,Miscellaneous
,155.0,TX,2008,Debris Burning
,150.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,160.0,TX,2008,Debris Burning
,250.0,TX,2008,Lightning
,300.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,200.0,TX,2008,Equipment Use
,150.0,TX,2008,Miscellaneous
,120.0,TX,2008,Lightning
,400.0,TX,2008,Lightning
,400.0,TX,2008,Lightning
,120.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Equipment Use
,100.0,TX,2008,Equipment Use
,1819.0,TX,2008,Equipment Use
,200.0,TX,2008,Equipment Use
,125.0,TX,2008,Miscellaneous
,100.0,TX,2008,Lightning
,75.0,TX,2008,Lightning
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Debris Burning
,75.0,TX,2008,Debris Burning
,100.0,TX,2008,Equipment Use
,250.0,TX,2008,Miscellaneous
,300.0,TX,2008,Debris Burning
,90.0,TX,2008,Equipment Use
,80.0,TX,2008,Miscellaneous
,100.0,TX,2008,Lightning
,100.0,TX,2008,Equipment Use
,100.0,TX,2008,Lightning
,300.0,TX,2008,Miscellaneous
,2000.0,TX,2008,Miscellaneous
,75.0,TX,2008,Equipment Use
,150.0,TX,2008,Debris Burning
,250.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,110.0,TX,2008,Lightning
,300.0,TX,2008,Debris Burning
,200.0,TX,2008,Lightning
,500.0,TX,2008,Miscellaneous
,120.0,TX,2008,Debris Burning
,1302.0,TX,2008,Debris Burning
,300.0,TX,2008,Miscellaneous
,250.0,TX,2008,Debris Burning
,250.0,TX,2008,Debris Burning
,300.0,TX,2008,Debris Burning
,500.0,TX,2008,Equipment Use
,175.0,TX,2008,Debris Burning
,300.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,250.0,TX,2008,Debris Burning
,63.0,TX,2008,Debris Burning
,150.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Lightning
,80.0,TX,2008,Arson
,600.0,TX,2008,Equipment Use
,1000.0,TX,2008,Lightning
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,175.0,TX,2008,Lightning
,175.0,TX,2008,Lightning
,75.0,TX,2008,Debris Burning
,850.0,TX,2008,Miscellaneous
,150.0,TX,2008,Miscellaneous
,80.0,TX,2008,Debris Burning
,150.0,TX,2008,Debris Burning
,2000.0,TX,2008,Miscellaneous
,1800.0,TX,2008,Miscellaneous
,150.0,TX,2008,Equipment Use
,450.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,75.0,TX,2008,Equipment Use
,100.0,TX,2008,Equipment Use
,125.0,TX,2008,Equipment Use
,70.0,TX,2008,Equipment Use
,100.0,TX,2008,Miscellaneous
,100.0,TX,2008,Debris Burning
,120.0,TX,2008,Equipment Use
,80.0,TX,2008,Debris Burning
,70.0,TX,2008,Miscellaneous
,100.0,TX,2008,Debris Burning
,100.0,TX,2008,Miscellaneous
,75.0,TX,2008,Debris Burning
,125.0,TX,2008,Equipment Use
,330.0,TX,2008,Miscellaneous
,453.0,TX,2008,Miscellaneous
,100.0,TX,2008,Equipment Use
,150.0,TX,2008,Lightning
,460.0,TX,2008,Lightning
,75.0,TX,2008,Equipment Use
,75.0,TX,2008,Smoking
,500.0,TX,2008,Lightning
,75.0,TX,2008,Miscellaneous
,120.0,TX,2008,Lightning
,200.0,TX,2008,Lightning
,75.0,TX,2008,Miscellaneous
,450.0,TX,2008,Miscellaneous
,4000.0,OK,2008,Miscellaneous
,160.0,TX,2008,Miscellaneous
,75.0,TX,2008,Miscellaneous
,80.0,TX,2008,Debris Burning
,150.0,TX,2008,Miscellaneous
,100.0,TX,2008,Miscellaneous
,200.0,TX,2008,Miscellaneous
,120.0,TX,2007,Miscellaneous
