STATE,FIRE_YEAR,STAT_CAUSE_DESCR,COUNT_CAUSES
TN,2013,Structure,18
TN,2014,Arson,345
TN,2014,Campfire,28
TN,2014,Children,13
TN,2014,Debris Burning,590
TN,2014,Equipment Use,82
TN,2014,Fireworks,6
TN,2014,Lightning,12
TN,2014,Miscellaneous,89
TN,2014,Missing/Undefined,7
TN,2014,Powerline,37
TN,2014,Railroad,7
TN,2014,Smoking,18
TN,2014,Structure,26
TN,2015,Arson,203
TN,2015,Campfire,8
TN,2015,Children,14
TN,2015,Debris Burning,234
TN,2015,Equipment Use,50
TN,2015,Fireworks,3
TN,2015,Lightning,7
TN,2015,Miscellaneous,35
TN,2015,Missing/Undefined,9
TN,2015,Powerline,17
TN,2015,Railroad,10
TN,2015,Smoking,6
TN,2015,Structure,16
TX,1992,Arson,360
TX,1992,Campfire,24
TX,1992,Children,16
TX,1992,Debris Burning,579
TX,1992,Equipment Use,46
TX,1992,Fireworks,3
TX,1992,Lightning,34
TX,1992,Miscellaneous,73
TX,1992,Powerline,2
TX,1992,Railroad,9
TX,1992,Smoking,22
TX,1993,Arson,410
TX,1993,Campfire,26
TX,1993,Children,22
TX,1993,Debris Burning,641
TX,1993,Equipment Use,63
TX,1993,Fireworks,9
TX,1993,Lightning,52
TX,1993,Miscellaneous,167
TX,1993,Missing/Undefined,21
TX,1993,Powerline,6
TX,1993,Railroad,2
TX,1993,Smoking,38
TX,1994,Arson,170
TX,1994,Campfire,25
TX,1994,Children,18
TX,1994,Debris Burning,486
TX,1994,Equipment Use,34
TX,1994,Fireworks,6
TX,1994,Lightning,44
TX,1994,Miscellaneous,81
TX,1994,Missing/Undefined,2
TX,1994,Powerline,7
TX,1994,Railroad,18
TX,1994,Smoking,16
TX,1995,Arson,483
TX,1995,Campfire,29
TX,1995,Children,14
TX,1995,Debris Burning,816
TX,1995,Equipment Use,57
TX,1995,Fireworks,4
TX,1995,Lightning,47
TX,1995,Miscellaneous,149
TX,1995,Missing/Undefined,25
TX,1995,Smoking,24
TX,1996,Arson,739
TX,1996,Campfire,49
TX,1996,Children,51
TX,1996,Debris Burning,1255
TX,1996,Equipment Use,103
TX,1996,Fireworks,2
TX,1996,Lightning,129
TX,1996,Miscellaneous,368
TX,1996,Missing/Undefined,74
TX,1996,Powerline,1
TX,1996,Railroad,1
TX,1996,Smoking,70
TX,1996,Structure,1
TX,1997,Arson,142
TX,1997,Campfire,19
TX,1997,Children,5
TX,1997,Debris Burning,401
TX,1997,Equipment Use,32
TX,1997,Fireworks,1
TX,1997,Lightning,61
TX,1997,Miscellaneous,71
TX,1997,Missing/Undefined,18
TX,1997,Powerline,1
TX,1997,Smoking,18
TX,1997,Structure,1
TX,1998,Arson,392
TX,1998,Campfire,31
TX,1998,Children,38
TX,1998,Debris Burning,578
TX,1998,Equipment Use,133
TX,1998,Fireworks,2
TX,1998,Lightning,232
TX,1998,Miscellaneous,514
TX,1998,Missing/Undefined,6
TX,1998,Powerline,1
TX,1998,Railroad,32
TX,1998,Smoking,67
TX,1999,Arson,361
TX,1999,Campfire,43
TX,1999,Children,18
TX,1999,Debris Burning,845
TX,1999,Equipment Use,93
TX,1999,Fireworks,5
TX,1999,Lightning,72
TX,1999,Miscellaneous,261
TX,1999,Missing/Undefined,6
TX,1999,Powerline,2
TX,1999,Railroad,20
TX,1999,Smoking,49
TX,2000,Arson,541
TX,2000,Campfire,36
TX,2000,Children,37
TX,2000,Debris Burning,993
TX,2000,Equipment Use,140
TX,2000,Fireworks,2
TX,2000,Lightning,246
TX,2000,Miscellaneous,506
TX,2000,Missing/Undefined,31
TX,2000,Powerline,4
TX,2000,Railroad,28
TX,2000,Smoking,63
TX,2001,Arson,109
TX,2001,Campfire,7
TX,2001,Children,6
TX,2001,Debris Burning,375
TX,2001,Equipment Use,59
TX,2001,Fireworks,7
TX,2001,Lightning,52
TX,2001,Miscellaneous,114
TX,2001,Missing/Undefined,19
TX,2001,Railroad,11
TX,2001,Smoking,12
TX,2002,Arson,199
TX,2002,Campfire,28
TX,2002,Children,13
TX,2002,Debris Burning,615
TX,2002,Equipment Use,47
TX,2002,Fireworks,2
TX,2002,Lightning,67
TX,2002,Miscellaneous,208
TX,2002,Missing/Undefined,22
TX,2002,Powerline,2
TX,2002,Railroad,11
TX,2002,Smoking,13
TX,2002,Structure,2
TX,2003,Arson,174
TX,2003,Campfire,36
TX,2003,Children,13
TX,2003,Debris Burning,612
TX,2003,Equipment Use,52
TX,2003,Fireworks,5
TX,2003,Lightning,56
TX,2003,Miscellaneous,163
TX,2003,Missing/Undefined,9
TX,2003,Powerline,1
TX,2003,Railroad,14
TX,2003,Smoking,11
TX,2003,Structure,1
TX,2004,Arson,128
TX,2004,Campfire,31
TX,2004,Children,12
TX,2004,Debris Burning,558
TX,2004,Equipment Use,65
TX,2004,Lightning,30
TX,2004,Miscellaneous,166
TX,2004,Missing/Undefined,15
TX,2004,Railroad,8
TX,2004,Smoking,26
TX,2004,Structure,1
TX,2005,Arson,580
TX,2005,Campfire,126
TX,2005,Children,106
TX,2005,Debris Burning,2930
TX,2005,Equipment Use,659
TX,2005,Lightning,273
TX,2005,Miscellaneous,1851
TX,2005,Missing/Undefined,93
TX,2005,Powerline,1
TX,2005,Railroad,51
TX,2005,Smoking,230
TX,2005,Structure,1
TX,2006,Arson,780
TX,2006,Campfire,152
TX,2006,Children,141
TX,2006,Debris Burning,5429
TX,2006,Equipment Use,1904
TX,2006,Fireworks,1
TX,2006,Lightning,878
TX,2006,Miscellaneous,4856
TX,2006,Missing/Undefined,92
TX,2006,Powerline,3
TX,2006,Railroad,222
TX,2006,Smoking,564
TX,2007,Arson,209
TX,2007,Campfire,78
TX,2007,Children,65
TX,2007,Debris Burning,2560
TX,2007,Equipment Use,662
TX,2007,Fireworks,1
TX,2007,Lightning,143
TX,2007,Miscellaneous,1578
TX,2007,Missing/Undefined,21
TX,2007,Powerline,1
TX,2007,Railroad,38
TX,2007,Smoking,121
TX,2008,Arson,561
TX,2008,Campfire,182
TX,2008,Children,212
TX,2008,Debris Burning,6635
TX,2008,Equipment Use,2476
TX,2008,Fireworks,3
TX,2008,Lightning,691
TX,2008,Miscellaneous,6643
TX,2008,Missing/Undefined,40
TX,2008,Powerline,2
TX,2008,Railroad,90
TX,2008,Smoking,532
TX,2009,Arson,499
TX,2009,Campfire,173
TX,2009,Children,175
TX,2009,Debris Burning,5638
TX,2009,Equipment Use,1706
TX,2009,Fireworks,20
TX,2009,Lightning,579
TX,2009,Miscellaneous,4065
TX,2009,Missing/Undefined,154
TX,2009,Powerline,619
TX,2009,Railroad,105
TX,2009,Smoking,409
TX,2010,Arson,398
TX,2010,Campfire,125
TX,2010,Children,81
TX,2010,Debris Burning,3979
TX,2010,Equipment Use,1239
TX,2010,Fireworks,1
TX,2010,Lightning,429
TX,2010,Miscellaneous,2242
TX,2010,Missing/Undefined,74
TX,2010,Powerline,435
TX,2010,Railroad,89
TX,2010,Smoking,259
TX,2011,Arson,1004
TX,2011,Campfire,190
TX,2011,Children,220
TX,2011,Debris Burning,5321
TX,2011,Equipment Use,2710
TX,2011,Fireworks,9
TX,2011,Lightning,1495
TX,2011,Miscellaneous,5989
TX,2011,Missing/Undefined,69
TX,2011,Powerline,1727
TX,2011,Railroad,160
TX,2011,Smoking,559
TX,2012,Arson,260
TX,2012,Campfire,73
TX,2012,Children,64
TX,2012,Debris Burning,3128
TX,2012,Equipment Use,849
TX,2012,Fireworks,4
TX,2012,Lightning,462
TX,2012,Miscellaneous,1929
TX,2012,Missing/Undefined,70
TX,2012,Powerline,547
TX,2012,Railroad,62
TX,2012,Smoking,175
TX,2013,Arson,278
TX,2013,Campfire,104
TX,2013,Children,70
TX,2013,Debris Burning,4774
TX,2013,Equipment Use,1002
TX,2013,Fireworks,178
TX,2013,Lightning,282
TX,2013,Miscellaneous,2734
TX,2013,Missing/Undefined,36
TX,2013,Powerline,1
TX,2013,Railroad,61
TX,2013,Smoking,214
TX,2013,Structure,1
TX,2014,Arson,231
TX,2014,Campfire,112
TX,2014,Children,57
TX,2014,Debris Burning,3643
TX,2014,Equipment Use,917
TX,2014,Lightning,243
TX,2014,Miscellaneous,2507
TX,2014,Missing/Undefined,28
TX,2014,Powerline,524
TX,2014,Railroad,62
TX,2014,Smoking,214
TX,2015,Arson,216
TX,2015,Campfire,93
TX,2015,Children,65
TX,2015,Debris Burning,3381
TX,2015,Equipment Use,1019
TX,2015,Fireworks,1
TX,2015,Lightning,200
TX,2015,Miscellaneous,2587
TX,2015,Missing/Undefined,48
TX,2015,Powerline,464
TX,2015,Railroad,29
TX,2015,Smoking,197
TX,2015,Structure,4
UT,1992,Arson,11
UT,1992,Campfire,38
UT,1992,Children,12
UT,1992,Debris Burning,30
UT,1992,Equipment Use,14
UT,1992,Fireworks,1
UT,1992,Lightning,554
UT,1992,Miscellaneous,27
UT,1992,Missing/Undefined,378
UT,1992,Railroad,5
UT,1992,Smoking,22
UT,1993,Arson,17
UT,1993,Campfire,42
UT,1993,Children,13
UT,1993,Debris Burning,19
UT,1993,Equipment Use,18
UT,1993,Fireworks,5
UT,1993,Lightning,335
UT,1993,Miscellaneous,25
UT,1993,Missing/Undefined,211
UT,1993,Powerline,1
UT,1993,Railroad,7
UT,1993,Smoking,17
UT,1994,Arson,18
UT,1994,Campfire,58
UT,1994,Children,16
UT,1994,Debris Burning,37
UT,1994,Equipment Use,16
UT,1994,Fireworks,6
UT,1994,Lightning,931
UT,1994,Miscellaneous,46
UT,1994,Missing/Undefined,483
UT,1994,Powerline,3
UT,1994,Railroad,15
UT,1994,Smoking,34
UT,1995,Arson,30
UT,1995,Campfire,63
UT,1995,Children,15
UT,1995,Debris Burning,18
UT,1995,Equipment Use,12
UT,1995,Fireworks,6
UT,1995,Lightning,545
UT,1995,Miscellaneous,33
UT,1995,Missing/Undefined,405
UT,1995,Railroad,6
UT,1995,Smoking,17
UT,1995,Structure,1
UT,1996,Arson,21
UT,1996,Campfire,82
UT,1996,Children,15
UT,1996,Debris Burning,43
UT,1996,Equipment Use,12
UT,1996,Fireworks,4
UT,1996,Lightning,912
UT,1996,Miscellaneous,46
UT,1996,Missing/Undefined,503
UT,1996,Powerline,1
UT,1996,Railroad,4
UT,1996,Smoking,23
UT,1997,Arson,24
UT,1997,Campfire,29
UT,1997,Children,7
UT,1997,Debris Burning,8
UT,1997,Equipment Use,17
UT,1997,Fireworks,3
UT,1997,Lightning,476
UT,1997,Miscellaneous,25
UT,1997,Missing/Undefined,255
UT,1997,Powerline,1
UT,1997,Railroad,4
UT,1997,Smoking,13
UT,1998,Arson,13
UT,1998,Campfire,49
UT,1998,Children,10
UT,1998,Debris Burning,26
UT,1998,Equipment Use,13
UT,1998,Fireworks,5
UT,1998,Lightning,414
UT,1998,Miscellaneous,50
UT,1998,Missing/Undefined,268
UT,1998,Powerline,3
UT,1998,Railroad,11
UT,1998,Smoking,11
UT,1999,Arson,39
UT,1999,Campfire,71
UT,1999,Children,14
UT,1999,Debris Burning,33
UT,1999,Equipment Use,21
UT,1999,Fireworks,8
UT,1999,Lightning,471
UT,1999,Miscellaneous,91
UT,1999,Missing/Undefined,510
UT,1999,Railroad,12
UT,1999,Smoking,11
UT,1999,Structure,1
UT,2000,Arson,27
UT,2000,Campfire,87
UT,2000,Children,9
UT,2000,Debris Burning,18
UT,2000,Equipment Use,21
UT,2000,Fireworks,4
UT,2000,Lightning,1165
UT,2000,Miscellaneous,42
UT,2000,Missing/Undefined,447
UT,2000,Powerline,2
UT,2000,Railroad,14
UT,2000,Smoking,20
UT,2000,Structure,1
UT,2001,Arson,14
UT,2001,Campfire,115
UT,2001,Children,9
UT,2001,Debris Burning,21
UT,2001,Equipment Use,23
UT,2001,Fireworks,1
UT,2001,Lightning,1024
UT,2001,Miscellaneous,61
UT,2001,Missing/Undefined,474
UT,2001,Powerline,1
UT,2001,Railroad,18
UT,2001,Smoking,14
UT,2002,Arson,17
UT,2002,Campfire,56
UT,2002,Children,3
UT,2002,Debris Burning,33
UT,2002,Equipment Use,18
UT,2002,Fireworks,6
UT,2002,Lightning,654
UT,2002,Miscellaneous,34
UT,2002,Missing/Undefined,308
UT,2002,Powerline,1
UT,2002,Railroad,3
UT,2002,Smoking,10
UT,2003,Arson,12
UT,2003,Campfire,46
UT,2003,Children,4
UT,2003,Debris Burning,8
UT,2003,Equipment Use,12
UT,2003,Fireworks,1
UT,2003,Lightning,984
UT,2003,Miscellaneous,46
UT,2003,Missing/Undefined,296
UT,2003,Powerline,3
UT,2003,Railroad,4
UT,2003,Smoking,6
UT,2004,Arson,13
UT,2004,Campfire,28
UT,2004,Children,3
UT,2004,Debris Burning,9
UT,2004,Equipment Use,16
UT,2004,Fireworks,3
UT,2004,Lightning,994
UT,2004,Miscellaneous,65
UT,2004,Missing/Undefined,376
UT,2004,Powerline,4
UT,2004,Railroad,5
UT,2004,Smoking,3
UT,2005,Arson,8
UT,2005,Campfire,46
UT,2005,Children,6
UT,2005,Debris Burning,10
UT,2005,Equipment Use,31
UT,2005,Fireworks,5
UT,2005,Lightning,721
UT,2005,Miscellaneous,48
UT,2005,Missing/Undefined,476
UT,2005,Powerline,4
UT,2005,Railroad,2
UT,2005,Smoking,5
UT,2006,Arson,31
UT,2006,Campfire,44
UT,2006,Children,4
UT,2006,Debris Burning,5
UT,2006,Equipment Use,19
UT,2006,Fireworks,9
UT,2006,Lightning,1098
UT,2006,Miscellaneous,90
UT,2006,Missing/Undefined,612
UT,2006,Powerline,8
UT,2006,Railroad,2
UT,2006,Smoking,4
UT,2007,Arson,9
UT,2007,Campfire,53
UT,2007,Children,3
UT,2007,Debris Burning,5
UT,2007,Equipment Use,33
UT,2007,Fireworks,9
UT,2007,Lightning,629
UT,2007,Miscellaneous,72
UT,2007,Missing/Undefined,719
UT,2007,Powerline,8
UT,2007,Railroad,4
UT,2007,Smoking,3
UT,2007,Structure,1
UT,2008,Arson,17
UT,2008,Campfire,46
UT,2008,Children,5
UT,2008,Debris Burning,6
UT,2008,Equipment Use,22
UT,2008,Fireworks,6
UT,2008,Lightning,432
UT,2008,Miscellaneous,56
UT,2008,Missing/Undefined,464
UT,2008,Powerline,4
UT,2008,Railroad,3
UT,2008,Smoking,1
UT,2009,Arson,13
UT,2009,Campfire,60
UT,2009,Children,10
UT,2009,Debris Burning,83
UT,2009,Equipment Use,89
UT,2009,Fireworks,6
UT,2009,Lightning,659
UT,2009,Miscellaneous,115
UT,2009,Missing/Undefined,90
UT,2009,Powerline,15
UT,2009,Railroad,10
UT,2009,Smoking,1
UT,2009,Structure,6
UT,2010,Arson,15
UT,2010,Campfire,67
UT,2010,Children,15
UT,2010,Debris Burning,99
UT,2010,Equipment Use,87
UT,2010,Fireworks,20
UT,2010,Lightning,562
UT,2010,Miscellaneous,126
UT,2010,Missing/Undefined,24
UT,2010,Powerline,28
UT,2010,Railroad,4
UT,2010,Smoking,1
UT,2010,Structure,8
UT,2011,Arson,20
UT,2011,Campfire,69
UT,2011,Children,12
UT,2011,Debris Burning,51
UT,2011,Equipment Use,75
UT,2011,Fireworks,11
UT,2011,Lightning,627
UT,2011,Miscellaneous,125
UT,2011,Missing/Undefined,73
UT,2011,Powerline,14
UT,2011,Railroad,9
UT,2011,Smoking,2
UT,2011,Structure,7
UT,2012,Arson,32
UT,2012,Campfire,128
UT,2012,Children,8
UT,2012,Debris Burning,131
UT,2012,Equipment Use,117
UT,2012,Fireworks,15
UT,2012,Lightning,863
UT,2012,Miscellaneous,201
UT,2012,Missing/Undefined,69
UT,2012,Powerline,8
UT,2012,Railroad,10
UT,2012,Smoking,2
UT,2012,Structure,8
UT,2013,Arson,23
UT,2013,Campfire,89
UT,2013,Children,11
UT,2013,Debris Burning,79
UT,2013,Equipment Use,61
UT,2013,Fireworks,8
UT,2013,Lightning,796
UT,2013,Miscellaneous,97
UT,2013,Missing/Undefined,58
UT,2013,Powerline,16
UT,2013,Railroad,5
UT,2013,Smoking,3
UT,2013,Structure,3
UT,2014,Arson,28
UT,2014,Campfire,85
UT,2014,Children,18
UT,2014,Debris Burning,93
UT,2014,Equipment Use,79
UT,2014,Fireworks,18
UT,2014,Lightning,536
UT,2014,Miscellaneous,124
UT,2014,Missing/Undefined,44
UT,2014,Powerline,17
UT,2014,Railroad,10
UT,2014,Smoking,2
UT,2014,Structure,4
UT,2015,Arson,15
UT,2015,Campfire,64
UT,2015,Children,4
UT,2015,Debris Burning,6
UT,2015,Equipment Use,29
UT,2015,Fireworks,5
UT,2015,Lightning,365
UT,2015,Miscellaneous,44
UT,2015,Missing/Undefined,66
UT,2015,Powerline,6
UT,2015,Railroad,1
VA,1992,Arson,10
VA,1992,Campfire,2
VA,1992,Children,2
VA,1992,Debris Burning,9
VA,1992,Equipment Use,1
VA,1992,Lightning,6
VA,1992,Miscellaneous,10
VA,1992,Smoking,2
VA,1992,Structure,1
VA,1993,Arson,12
VA,1993,Campfire,3
VA,1993,Children,1
VA,1993,Debris Burning,3
VA,1993,Equipment Use,4
VA,1993,Lightning,12
VA,1993,Miscellaneous,11
VA,1993,Powerline,2
VA,1993,Smoking,6
VA,1994,Arson,23
VA,1994,Campfire,4
VA,1994,Debris Burning,5
VA,1994,Equipment Use,2
VA,1994,Fireworks,1
VA,1994,Lightning,16
VA,1994,Miscellaneous,22
VA,1994,Powerline,1
VA,1994,Smoking,4
VA,1995,Arson,318
VA,1995,Campfire,20
VA,1995,Children,173
VA,1995,Debris Burning,544
VA,1995,Equipment Use,89
VA,1995,Lightning,17
VA,1995,Miscellaneous,208
VA,1995,Missing/Undefined,11
VA,1995,Railroad,37
VA,1995,Smoking,133
VA,1996,Arson,104
VA,1996,Campfire,17
VA,1996,Children,71
VA,1996,Debris Burning,375
VA,1996,Equipment Use,50
VA,1996,Lightning,9
VA,1996,Miscellaneous,122
VA,1996,Missing/Undefined,6
VA,1996,Powerline,3
VA,1996,Railroad,9
VA,1996,Smoking,58
VA,1997,Arson,191
VA,1997,Campfire,18
VA,1997,Children,106
VA,1997,Debris Burning,400
VA,1997,Equipment Use,94
VA,1997,Lightning,43
VA,1997,Miscellaneous,152
VA,1997,Powerline,1
VA,1997,Railroad,31
VA,1997,Smoking,96
VA,1997,Structure,1
VA,1998,Arson,221
VA,1998,Campfire,20
VA,1998,Children,63
VA,1998,Debris Burning,390
VA,1998,Equipment Use,102
VA,1998,Fireworks,1
VA,1998,Lightning,29
VA,1998,Miscellaneous,190
VA,1998,Missing/Undefined,1
VA,1998,Powerline,2
VA,1998,Railroad,26
VA,1998,Smoking,123
VA,1999,Arson,276
VA,1999,Campfire,27
VA,1999,Children,104
VA,1999,Debris Burning,553
VA,1999,Equipment Use,141
VA,1999,Lightning,126
VA,1999,Miscellaneous,214
VA,1999,Powerline,2
VA,1999,Railroad,26
VA,1999,Smoking,114
VA,2000,Arson,216
VA,2000,Campfire,27
VA,2000,Children,59
VA,2000,Debris Burning,314
VA,2000,Equipment Use,94
VA,2000,Lightning,45
VA,2000,Miscellaneous,154
VA,2000,Powerline,2
VA,2000,Railroad,23
VA,2000,Smoking,54
VA,2001,Arson,455
VA,2001,Campfire,25
VA,2001,Children,109
VA,2001,Debris Burning,695
VA,2001,Equipment Use,179
VA,2001,Fireworks,1
VA,2001,Lightning,44
VA,2001,Miscellaneous,368
VA,2001,Railroad,41
VA,2001,Smoking,184
VA,2002,Arson,239
VA,2002,Campfire,22
VA,2002,Children,70
VA,2002,Debris Burning,531
VA,2002,Equipment Use,118
VA,2002,Fireworks,1
VA,2002,Lightning,181
VA,2002,Miscellaneous,298
VA,2002,Missing/Undefined,1
VA,2002,Powerline,1
VA,2002,Railroad,24
VA,2002,Smoking,86
VA,2003,Arson,60
VA,2003,Campfire,3
VA,2003,Children,18
VA,2003,Debris Burning,110
VA,2003,Equipment Use,20
VA,2003,Lightning,3
VA,2003,Miscellaneous,77
VA,2003,Missing/Undefined,7
VA,2003,Powerline,1
VA,2003,Railroad,27
VA,2003,Smoking,18
VA,2004,Arson,59
VA,2004,Campfire,5
VA,2004,Children,17
VA,2004,Debris Burning,112
VA,2004,Equipment Use,22
VA,2004,Lightning,8
VA,2004,Miscellaneous,50
VA,2004,Missing/Undefined,1
VA,2004,Railroad,6
VA,2004,Smoking,21
VA,2005,Arson,131
VA,2005,Campfire,11
VA,2005,Children,38
VA,2005,Debris Burning,256
VA,2005,Equipment Use,90
VA,2005,Lightning,16
VA,2005,Miscellaneous,182
VA,2005,Missing/Undefined,9
VA,2005,Powerline,3
VA,2005,Railroad,12
VA,2005,Smoking,38
VA,2006,Arson,193
VA,2006,Campfire,14
VA,2006,Children,68
VA,2006,Debris Burning,444
VA,2006,Equipment Use,97
VA,2006,Lightning,68
VA,2006,Miscellaneous,269
VA,2006,Missing/Undefined,12
VA,2006,Railroad,33
VA,2006,Smoking,70
VA,2007,Arson,224
VA,2007,Campfire,28
VA,2007,Children,52
VA,2007,Debris Burning,392
VA,2007,Equipment Use,165
VA,2007,Fireworks,1
VA,2007,Lightning,96
VA,2007,Miscellaneous,370
VA,2007,Missing/Undefined,17
VA,2007,Railroad,39
VA,2007,Smoking,62
VA,2008,Arson,187
VA,2008,Campfire,23
VA,2008,Children,37
VA,2008,Debris Burning,355
VA,2008,Equipment Use,143
VA,2008,Lightning,61
VA,2008,Miscellaneous,420
VA,2008,Missing/Undefined,3
VA,2008,Powerline,1
VA,2008,Railroad,29
VA,2008,Smoking,28
VA,2009,Arson,125
VA,2009,Campfire,15
VA,2009,Children,38
VA,2009,Debris Burning,284
VA,2009,Equipment Use,66
VA,2009,Lightning,15
VA,2009,Miscellaneous,201
VA,2009,Missing/Undefined,4
VA,2009,Powerline,1
VA,2009,Railroad,11
VA,2009,Smoking,24
VA,2010,Arson,146
VA,2010,Campfire,27
VA,2010,Children,38
VA,2010,Debris Burning,298
VA,2010,Equipment Use,129
VA,2010,Fireworks,15
VA,2010,Lightning,70
VA,2010,Miscellaneous,146
VA,2010,Powerline,99
VA,2010,Railroad,12
VA,2010,Smoking,34
VA,2010,Structure,12
VA,2011,Arson,107
VA,2011,Campfire,15
VA,2011,Children,20
VA,2011,Debris Burning,233
VA,2011,Equipment Use,78
VA,2011,Fireworks,4
VA,2011,Lightning,49
VA,2011,Miscellaneous,131
VA,2011,Missing/Undefined,2
VA,2011,Powerline,117
VA,2011,Railroad,9
VA,2011,Smoking,34
VA,2011,Structure,14
VA,2012,Arson,120
VA,2012,Campfire,15
VA,2012,Children,32
VA,2012,Debris Burning,172
VA,2012,Equipment Use,68
VA,2012,Fireworks,2
VA,2012,Lightning,108
VA,2012,Miscellaneous,121
VA,2012,Missing/Undefined,4
VA,2012,Powerline,3
VA,2012,Railroad,11
VA,2012,Smoking,16
VA,2012,Structure,13
VA,2013,Arson,79
VA,2013,Campfire,16
VA,2013,Children,26
VA,2013,Debris Burning,209
VA,2013,Equipment Use,60
VA,2013,Fireworks,2
VA,2013,Lightning,9
VA,2013,Miscellaneous,102
VA,2013,Missing/Undefined,2
VA,2013,Powerline,42
VA,2013,Railroad,7
VA,2013,Smoking,8
VA,2013,Structure,19
VA,2014,Arson,101
VA,2014,Campfire,15
VA,2014,Children,26
VA,2014,Debris Burning,313
VA,2014,Equipment Use,87
VA,2014,Fireworks,2
VA,2014,Lightning,13
VA,2014,Miscellaneous,141
VA,2014,Missing/Undefined,5
VA,2014,Powerline,81
VA,2014,Railroad,6
VA,2014,Smoking,13
VA,2014,Structure,18
VA,2015,Arson,57
VA,2015,Campfire,10
VA,2015,Children,19
VA,2015,Debris Burning,218
VA,2015,Equipment Use,50
VA,2015,Fireworks,1
VA,2015,Lightning,21
VA,2015,Miscellaneous,96
VA,2015,Missing/Undefined,2
VA,2015,Powerline,84
VA,2015,Railroad,6
VA,2015,Smoking,15
VA,2015,Structure,18
VT,1992,Miscellaneous,1
VT,1993,Lightning,1
VT,1994,Arson,3
VT,1994,Debris Burning,3
VT,1995,Campfire,1
VT,1995,Miscellaneous,1
VT,1997,Campfire,1
VT,1997,Equipment Use,1
VT,1998,Arson,1
VT,1998,Debris Burning,1
VT,1999,Campfire,1
VT,1999,Debris Burning,1
VT,1999,Lightning,1
VT,2002,Arson,1
VT,2002,Campfire,3
VT,2002,Smoking,2
VT,2003,Arson,1
VT,2003,Campfire,3
VT,2003,Debris Burning,3
VT,2003,Lightning,1
VT,2003,Miscellaneous,1
VT,2004,Campfire,4
VT,2004,Debris Burning,5
VT,2004,Equipment Use,1
VT,2004,Lightning,1
VT,2004,Miscellaneous,4
VT,2004,Smoking,1
VT,2005,Arson,3
VT,2005,Campfire,3
VT,2005,Debris Burning,4
VT,2005,Equipment Use,1
VT,2005,Miscellaneous,14
VT,2005,Smoking,1
VT,2006,Arson,2
VT,2006,Debris Burning,2
VT,2007,Arson,1
VT,2007,Campfire,2
VT,2007,Debris Burning,1
VT,2007,Smoking,1
VT,2008,Arson,1
VT,2008,Campfire,3
VT,2008,Miscellaneous,1
VT,2009,Miscellaneous,1
VT,2010,Campfire,1
VT,2010,Lightning,1
VT,2012,Arson,4
VT,2012,Campfire,5
VT,2012,Children,1
VT,2012,Debris Burning,39
VT,2012,Equipment Use,7
VT,2012,Fireworks,1
VT,2012,Lightning,2
VT,2012,Miscellaneous,35
VT,2012,Smoking,3
VT,2013,Campfire,6
VT,2013,Children,3
VT,2013,Debris Burning,58
VT,2013,Equipment Use,13
VT,2013,Miscellaneous,40
VT,2013,Smoking,6
VT,2014,Arson,1
VT,2014,Campfire,3
VT,2014,Children,1
VT,2014,Debris Burning,26
VT,2014,Equipment Use,4
VT,2014,Miscellaneous,15
VT,2014,Powerline,4
VT,2014,Smoking,1
VT,2015,Arson,1
VT,2015,Campfire,6
VT,2015,Debris Burning,39
VT,2015,Equipment Use,7
VT,2015,Lightning,2
VT,2015,Miscellaneous,21
VT,2015,Powerline,7
VT,2015,Railroad,2
VT,2015,Smoking,1
VT,2015,Structure,1
WA,1992,Arson,80
WA,1992,Campfire,241
WA,1992,Children,108
WA,1992,Debris Burning,402
WA,1992,Equipment Use,24
WA,1992,Fireworks,14
WA,1992,Lightning,492
WA,1992,Miscellaneous,324
WA,1992,Powerline,7
WA,1992,Railroad,14
WA,1992,Smoking,68
WA,1993,Arson,36
WA,1993,Campfire,171
WA,1993,Children,27
WA,1993,Debris Burning,240
WA,1993,Equipment Use,25
WA,1993,Fireworks,12
WA,1993,Lightning,196
WA,1993,Miscellaneous,218
WA,1993,Powerline,7
WA,1993,Railroad,5
WA,1993,Smoking,46
WA,1993,Structure,3
WA,1994,Arson,98
WA,1994,Campfire,166
WA,1994,Children,113
WA,1994,Debris Burning,334
WA,1994,Equipment Use,27
WA,1994,Fireworks,36
WA,1994,Lightning,788
WA,1994,Miscellaneous,366
WA,1994,Missing/Undefined,3
WA,1994,Powerline,9
WA,1994,Railroad,11
WA,1994,Smoking,70
WA,1994,Structure,1
WA,1995,Arson,50
WA,1995,Campfire,108
WA,1995,Children,66
WA,1995,Debris Burning,319
WA,1995,Equipment Use,22
WA,1995,Fireworks,25
WA,1995,Lightning,234
WA,1995,Miscellaneous,310
WA,1995,Powerline,4
WA,1995,Railroad,23
WA,1995,Smoking,52
WA,1996,Arson,47
WA,1996,Campfire,105
WA,1996,Children,71
WA,1996,Debris Burning,213
WA,1996,Equipment Use,30
WA,1996,Fireworks,31
WA,1996,Lightning,206
WA,1996,Miscellaneous,332
WA,1996,Powerline,4
WA,1996,Railroad,15
WA,1996,Smoking,37
WA,1997,Arson,22
WA,1997,Campfire,59
WA,1997,Children,38
WA,1997,Debris Burning,203
WA,1997,Equipment Use,21
WA,1997,Fireworks,13
WA,1997,Lightning,355
WA,1997,Miscellaneous,240
WA,1997,Missing/Undefined,1
WA,1997,Powerline,6
